case_id,medicine_name,medicine_criticality,cold_chain_required,supplier_id,destination_facility,supplier_on_time_rate,supplier_fill_rate,lead_time_days,lead_time_variability,route_delay_days,weather_risk_score,demand_spike_factor,current_stock_days,warehouse_utilization,safety_stock_gap,disruption_within_7d
C1604,Pentavalent Vaccine,5,1,S4,District Hospital Ajmer,0.796,0.822,4,2.69,1.28,0,1.19,2,88,6,0
C1605,Oxytocin,5,0,S9,PHC Sikar,0.787,0.943,8,2.75,0.1,4,1.23,18,69,0,0
C1606,ORS,3,0,S10,District Hospital Jodhpur,0.714,0.839,11,1.6,1.35,5,1.64,14,74,0,1
C1607,Anti-snake Venom,5,1,S8,District Hospital Jodhpur,0.839,0.948,6,1.54,2.35,4,0.93,13,81,0,1
C1608,Oxytocin,5,0,S2,PHC Alwar,0.761,0.761,9,3.47,2.91,3,0.9,4,64,4,0
C1609,Paracetamol Injection,3,0,S3,District Hospital Ajmer,0.895,0.87,7,1.43,2.47,1,0.95,9,69,0,0
C1610,Paracetamol Injection,3,0,S6,District Hospital Jodhpur,0.914,0.871,9,0.0,4.48,5,1.17,9,88,0,1
C1611,Anti-snake Venom,5,1,S5,District Hospital Jaipur,0.666,0.897,3,0.4,0.63,1,0.78,2,72,6,0
C1612,Insulin,5,1,S4,CHC Bikaner,0.783,0.83,4,4.49,0.0,2,0.74,19,59,0,1
C1613,Adrenaline Injection,5,0,S7,CHC Bikaner,0.987,0.695,10,0.31,2.41,5,1.21,5,87,3,0
C1614,Paracetamol Injection,3,0,S9,District Hospital Ajmer,0.683,0.896,5,5.33,2.75,0,0.5,16,97,0,1
C1615,Rabies Vaccine,5,1,S6,Medical College Kota,0.96,0.829,5,2.35,0.57,8,1.48,23,79,0,0
C1616,Paracetamol Injection,3,0,S3,CHC Udaipur,0.948,0.972,6,0.19,0.0,6,0.86,23,63,0,0
C1617,Rabies Vaccine,5,1,S2,Medical College Kota,0.843,0.716,6,1.14,0.0,5,1.32,9,60,0,0
C1618,Paracetamol Injection,3,0,S7,PHC Sikar,0.693,0.783,10,3.32,0.0,2,0.58,5,66,3,1
C1619,Oxytocin,5,0,S9,PHC Alwar,0.779,0.746,6,1.54,1.01,4,0.98,12,61,0,0
C1620,Oxytocin,5,0,S5,CHC Bikaner,0.853,0.989,11,0.76,0.0,5,0.5,23,75,0,0
C1621,Pentavalent Vaccine,5,1,S7,District Hospital Jodhpur,0.73,0.68,10,2.77,4.83,6,1.59,10,84,0,1
C1622,Ceftriaxone,4,0,S1,CHC Udaipur,0.918,0.691,5,5.22,1.29,0,1.33,12,74,0,0
C1623,Amoxicillin,4,0,S3,PHC Alwar,0.893,0.935,4,0.73,2.33,4,1.88,9,53,0,0
C1624,Salbutamol,4,0,S6,PHC Alwar,0.777,0.841,6,6.19,1.88,4,0.84,24,68,0,0
C1625,Rabies Vaccine,5,1,S2,CHC Udaipur,0.982,0.719,2,3.44,1.23,0,0.66,14,60,0,1
C1626,ORS,3,0,S7,CHC Udaipur,0.99,0.905,6,3.58,0.13,6,0.5,24,52,0,0
C1627,Insulin,5,1,S5,Medical College Kota,0.736,0.792,3,3.43,1.34,5,1.17,23,76,0,0
C1628,Ceftriaxone,4,0,S1,District Hospital Jaipur,0.99,0.882,8,2.67,2.87,0,1.35,5,60,3,0
C1629,Iron Folic Acid,2,0,S7,PHC Alwar,0.864,0.964,2,2.31,4.83,4,1.27,22,99,0,0
C1630,Insulin,5,1,S2,PHC Alwar,0.927,0.908,4,2.08,0.38,8,1.1,12,88,0,0
C1631,Oxytocin,5,0,S5,Medical College Kota,0.858,1.0,3,3.69,2.63,7,0.5,12,68,0,0
C1632,Rabies Vaccine,5,1,S3,District Hospital Jodhpur,0.737,0.89,4,1.63,0.0,10,0.77,2,53,6,1
C1633,Insulin,5,1,S9,CHC Bikaner,0.99,0.693,5,3.11,1.07,10,0.87,6,93,2,1
C1634,Insulin,5,1,S6,CHC Bikaner,0.747,0.693,7,3.34,3.97,3,0.5,13,53,0,1
C1635,Oxytocin,5,0,S2,District Hospital Jodhpur,0.99,0.808,10,1.04,2.0,0,1.11,13,60,0,0
C1636,Rabies Vaccine,5,1,S10,PHC Alwar,0.99,0.922,6,2.93,1.59,6,1.16,5,57,3,0
C1637,ORS,3,0,S3,Medical College Kota,0.845,0.992,6,3.27,2.16,9,0.89,12,66,0,1
C1638,Adrenaline Injection,5,0,S10,PHC Alwar,0.797,0.961,10,1.3,0.0,7,0.69,17,62,0,0
C1639,Ceftriaxone,4,0,S7,District Hospital Jaipur,0.809,0.84,7,1.83,2.45,10,1.6,17,55,0,0
C1640,Paracetamol Injection,3,0,S1,CHC Bikaner,0.805,0.752,4,4.93,0.0,8,0.55,23,89,0,0
C1641,Rabies Vaccine,5,1,S2,District Hospital Jaipur,0.728,0.745,8,1.33,0.92,5,0.89,7,71,1,0
C1642,Amoxicillin,4,0,S9,District Hospital Jaipur,0.794,0.712,7,3.17,3.0,0,1.35,15,99,0,0
C1643,Paracetamol Injection,3,0,S7,District Hospital Jaipur,0.926,0.863,6,3.73,2.73,10,1.55,3,58,5,1
C1644,Paracetamol Injection,3,0,S5,District Hospital Jodhpur,0.763,1.0,9,3.2,3.77,4,0.67,1,60,7,0
C1645,Amoxicillin,4,0,S6,PHC Sikar,0.945,0.749,11,2.05,0.0,10,1.26,5,56,3,1
C1646,Paracetamol Injection,3,0,S2,CHC Udaipur,0.631,0.958,11,0.0,0.66,2,1.04,15,50,0,1
C1647,Insulin,5,1,S8,CHC Bikaner,0.891,0.983,5,3.79,0.0,1,1.1,4,74,4,1
C1648,Pentavalent Vaccine,5,1,S5,District Hospital Jodhpur,0.87,1.0,5,2.49,0.0,2,1.32,7,73,1,1
C1649,Iron Folic Acid,2,0,S4,District Hospital Jaipur,0.99,0.971,6,4.34,6.13,0,1.34,19,80,0,0
C1650,Oxytocin,5,0,S10,CHC Udaipur,0.673,0.788,8,1.67,3.23,7,1.09,17,50,0,1
C1651,Adrenaline Injection,5,0,S3,Medical College Kota,0.847,0.791,8,2.45,0.0,1,0.55,3,70,5,0
C1652,Anti-snake Venom,5,1,S6,District Hospital Ajmer,0.904,0.969,9,4.0,0.88,0,1.21,21,51,0,0
C1653,Salbutamol,4,0,S10,PHC Alwar,0.77,1.0,11,1.05,0.95,2,1.03,22,54,0,1
C1654,Adrenaline Injection,5,0,S2,District Hospital Jodhpur,0.928,0.791,9,1.6,1.96,4,0.9,23,56,0,0
C1655,Oxytocin,5,0,S8,PHC Alwar,0.838,0.998,3,2.6,3.16,2,0.59,24,84,0,1
C1656,Ceftriaxone,4,0,S3,PHC Alwar,0.815,0.781,3,2.8,0.19,6,0.57,18,72,0,0
C1657,ORS,3,0,S5,Medical College Kota,0.99,0.75,2,2.59,0.12,4,1.34,19,75,0,0
C1658,Anti-snake Venom,5,1,S4,CHC Udaipur,0.759,0.926,10,2.79,0.93,6,0.88,24,51,0,0
C1659,Pentavalent Vaccine,5,1,S8,District Hospital Ajmer,0.902,0.801,9,2.14,2.43,5,0.82,20,90,0,0
C1660,Rabies Vaccine,5,1,S3,Medical College Kota,0.94,0.889,3,6.62,1.62,6,1.39,14,51,0,0
C1661,Salbutamol,4,0,S3,CHC Bikaner,0.805,0.841,8,3.03,3.68,9,0.61,15,92,0,0
C1662,Paracetamol Injection,3,0,S3,PHC Alwar,0.797,0.682,11,2.17,0.0,10,1.22,9,70,0,0
C1663,Oxytocin,5,0,S4,Medical College Kota,0.933,1.0,3,2.11,2.61,4,0.96,15,61,0,0
C1664,Anti-snake Venom,5,1,S5,CHC Udaipur,0.921,0.827,4,2.67,0.0,9,1.49,7,66,1,1
C1665,Amoxicillin,4,0,S2,District Hospital Ajmer,0.53,0.866,4,3.56,3.29,0,1.01,20,65,0,0
C1666,Rabies Vaccine,5,1,S3,District Hospital Ajmer,0.839,0.795,10,1.94,0.0,10,0.58,23,68,0,1
C1667,Anti-snake Venom,5,1,S2,District Hospital Jaipur,0.947,0.806,8,0.42,2.04,7,0.84,23,80,0,1
C1668,Pentavalent Vaccine,5,1,S2,District Hospital Jaipur,0.613,0.829,4,2.08,0.0,3,1.09,21,55,0,0
C1669,Paracetamol Injection,3,0,S6,CHC Bikaner,0.632,1.0,5,3.07,0.54,9,0.95,3,55,5,0
C1670,Adrenaline Injection,5,0,S10,District Hospital Ajmer,0.82,0.802,8,0.0,0.75,1,1.06,6,83,2,1
C1671,Anti-snake Venom,5,1,S4,District Hospital Jodhpur,0.978,0.711,11,3.24,0.0,10,1.23,14,77,0,0
C1672,Adrenaline Injection,5,0,S4,PHC Sikar,0.769,1.0,11,3.6,0.36,3,1.21,13,65,0,0
C1673,Iron Folic Acid,2,0,S3,PHC Alwar,0.908,0.769,5,6.04,1.55,10,0.88,14,88,0,0
C1674,Adrenaline Injection,5,0,S2,District Hospital Ajmer,0.707,0.919,7,1.48,4.74,5,0.59,16,99,0,1
C1675,Salbutamol,4,0,S5,District Hospital Ajmer,0.663,0.98,4,4.8,4.25,9,0.5,19,85,0,1
C1676,Ceftriaxone,4,0,S8,District Hospital Jodhpur,0.707,0.955,5,0.68,0.25,3,0.71,11,67,0,1
C1677,Paracetamol Injection,3,0,S2,Medical College Kota,0.793,1.0,6,0.92,0.0,8,0.88,21,69,0,0
C1678,Anti-snake Venom,5,1,S5,District Hospital Jaipur,0.599,0.856,2,3.98,2.3,0,1.33,11,84,0,1
C1679,Anti-snake Venom,5,1,S10,District Hospital Jodhpur,0.814,0.975,5,2.0,1.1,4,1.22,7,78,1,0
C1680,Insulin,5,1,S9,CHC Udaipur,0.899,0.805,2,0.0,1.46,1,0.74,18,72,0,0
C1681,Rabies Vaccine,5,1,S9,CHC Udaipur,0.881,0.756,11,3.04,2.48,8,1.2,19,92,0,0
C1682,Anti-snake Venom,5,1,S9,PHC Alwar,0.788,0.838,9,2.82,1.62,3,1.3,18,63,0,0
C1683,Oxytocin,5,0,S2,Medical College Kota,0.777,0.723,7,1.27,0.0,7,0.81,22,50,0,0
C1684,Pentavalent Vaccine,5,1,S10,CHC Bikaner,0.841,0.78,3,6.63,0.21,3,0.8,14,59,0,0
C1685,Iron Folic Acid,2,0,S4,District Hospital Jodhpur,0.878,0.988,8,0.0,0.6,10,1.06,16,50,0,0
C1686,Ceftriaxone,4,0,S7,District Hospital Ajmer,0.689,0.992,7,3.26,0.0,7,0.5,13,63,0,0
C1687,Amoxicillin,4,0,S9,PHC Alwar,0.99,0.867,11,5.04,1.29,6,0.99,10,74,0,0
C1688,Pentavalent Vaccine,5,1,S9,District Hospital Ajmer,0.957,0.717,9,1.76,2.24,9,0.63,9,51,0,1
C1689,Ceftriaxone,4,0,S8,District Hospital Jodhpur,0.744,0.716,7,0.54,4.03,1,0.91,9,62,0,1
C1690,Iron Folic Acid,2,0,S7,PHC Alwar,0.884,0.963,10,2.49,2.57,0,0.79,8,53,0,0
C1691,Anti-snake Venom,5,1,S9,PHC Alwar,0.888,0.957,10,0.98,2.0,8,0.69,13,69,0,0
C1692,Anti-snake Venom,5,1,S10,PHC Alwar,0.692,1.0,8,1.8,3.16,8,1.53,20,83,0,1
C1693,Rabies Vaccine,5,1,S5,CHC Udaipur,0.885,0.787,10,3.29,0.16,9,0.91,22,54,0,1
C1694,Salbutamol,4,0,S1,CHC Udaipur,0.783,0.715,2,4.68,2.28,3,0.62,1,75,7,1
C1695,Anti-snake Venom,5,1,S10,District Hospital Ajmer,0.755,0.613,11,2.68,2.12,10,0.5,1,99,7,1
C1696,Paracetamol Injection,3,0,S9,Medical College Kota,0.832,0.94,5,2.88,2.93,8,1.04,3,81,5,0
C1697,Anti-snake Venom,5,1,S2,District Hospital Ajmer,0.845,0.894,8,4.76,0.0,8,1.64,13,56,0,0
C1698,Paracetamol Injection,3,0,S8,CHC Udaipur,0.616,0.838,8,1.14,0.0,5,1.75,2,78,6,0
C1699,Adrenaline Injection,5,0,S7,District Hospital Ajmer,0.618,0.901,7,3.13,0.0,8,0.5,18,63,0,0
C1700,Oxytocin,5,0,S6,District Hospital Ajmer,0.844,0.764,11,1.64,2.11,0,1.13,19,94,0,0
C1701,Insulin,5,1,S5,District Hospital Jodhpur,0.658,0.742,2,3.6,0.76,9,1.57,3,51,5,1
C1702,Paracetamol Injection,3,0,S1,District Hospital Jodhpur,0.796,0.766,8,3.04,0.86,3,0.95,16,57,0,0
C1703,Adrenaline Injection,5,0,S7,PHC Alwar,0.857,0.875,9,2.21,3.0,1,1.28,19,92,0,1
C1704,Amoxicillin,4,0,S7,CHC Udaipur,0.95,0.833,6,3.18,0.0,8,1.34,4,87,4,0
C1705,Salbutamol,4,0,S6,District Hospital Jodhpur,0.882,1.0,8,2.97,0.0,0,1.09,16,82,0,0
C1706,Rabies Vaccine,5,1,S1,Medical College Kota,0.905,0.931,5,1.89,0.0,4,0.93,3,97,5,0
C1707,Adrenaline Injection,5,0,S4,District Hospital Jaipur,0.907,0.803,11,3.48,0.0,2,0.5,2,96,6,1
C1708,Iron Folic Acid,2,0,S5,District Hospital Ajmer,0.953,0.908,3,4.72,3.68,3,1.52,12,90,0,0
C1709,Insulin,5,1,S4,PHC Alwar,0.709,1.0,4,2.96,0.0,8,1.26,12,99,0,1
C1710,Adrenaline Injection,5,0,S4,District Hospital Jodhpur,0.806,1.0,3,2.72,1.78,1,0.76,19,86,0,1
C1711,Oxytocin,5,0,S3,District Hospital Jodhpur,0.736,1.0,9,4.48,2.67,0,0.92,12,79,0,0
C1712,Adrenaline Injection,5,0,S4,PHC Alwar,0.932,0.779,7,1.29,2.67,8,1.03,16,90,0,1
C1713,Salbutamol,4,0,S8,PHC Alwar,0.698,0.913,4,2.5,0.84,7,0.75,20,67,0,0
C1714,ORS,3,0,S4,PHC Alwar,0.592,0.812,7,2.35,3.03,4,0.5,14,99,0,0
C1715,Salbutamol,4,0,S6,District Hospital Jodhpur,0.786,0.781,2,2.61,2.47,6,1.19,23,95,0,0
C1716,Amoxicillin,4,0,S6,District Hospital Jodhpur,0.943,0.79,2,1.09,1.95,1,0.77,12,51,0,0
C1717,Salbutamol,4,0,S1,CHC Udaipur,0.927,0.818,5,2.38,2.17,0,0.92,10,56,0,0
C1718,Pentavalent Vaccine,5,1,S6,Medical College Kota,0.888,0.777,9,5.17,0.97,4,1.19,5,86,3,0
C1719,Pentavalent Vaccine,5,1,S9,PHC Alwar,0.965,0.77,3,3.34,0.0,1,0.98,23,91,0,1
C1720,Anti-snake Venom,5,1,S5,PHC Alwar,0.759,1.0,8,1.93,0.51,4,1.21,5,92,3,0
C1721,Oxytocin,5,0,S5,District Hospital Jodhpur,0.947,0.697,3,4.27,0.84,0,0.5,13,87,0,1
C1722,Salbutamol,4,0,S6,Medical College Kota,0.517,0.881,4,5.24,0.98,6,0.72,11,90,0,1
C1723,Oxytocin,5,0,S10,Medical College Kota,0.722,0.799,9,5.85,0.94,8,1.08,8,68,0,0
C1724,Iron Folic Acid,2,0,S8,District Hospital Ajmer,0.825,1.0,9,4.71,1.61,10,1.19,13,72,0,0
C1725,Insulin,5,1,S10,District Hospital Ajmer,0.725,0.714,10,5.27,3.46,0,1.33,21,75,0,1
C1726,Paracetamol Injection,3,0,S5,District Hospital Jodhpur,0.632,0.975,6,3.52,2.85,8,0.57,13,58,0,0
C1727,Iron Folic Acid,2,0,S5,PHC Alwar,0.877,0.838,11,2.03,2.06,0,0.97,21,78,0,0
C1728,Amoxicillin,4,0,S8,District Hospital Ajmer,0.95,0.933,4,3.68,2.72,1,0.71,20,70,0,0
C1729,Paracetamol Injection,3,0,S2,CHC Bikaner,0.868,0.871,6,2.91,5.26,9,1.3,9,81,0,1
C1730,Oxytocin,5,0,S9,Medical College Kota,0.829,0.835,6,0.8,2.99,5,0.5,17,99,0,1
C1731,Ceftriaxone,4,0,S10,PHC Sikar,0.953,0.799,5,1.9,0.0,5,0.7,22,85,0,0
C1732,Anti-snake Venom,5,1,S2,Medical College Kota,0.673,0.84,11,2.74,1.91,1,0.62,19,58,0,1
C1733,Anti-snake Venom,5,1,S9,PHC Alwar,0.767,0.873,5,0.88,2.77,3,0.81,1,91,7,1
C1734,Oxytocin,5,0,S9,PHC Alwar,0.745,0.758,5,2.0,2.28,1,0.88,17,90,0,0
C1735,Amoxicillin,4,0,S5,District Hospital Jodhpur,0.734,1.0,5,2.87,1.05,10,0.83,16,60,0,0
C1736,Ceftriaxone,4,0,S2,District Hospital Ajmer,0.901,0.841,9,3.15,2.81,8,1.06,20,92,0,1
C1737,Ceftriaxone,4,0,S2,District Hospital Ajmer,0.945,0.887,3,0.59,1.26,2,1.37,8,75,0,0
C1738,ORS,3,0,S2,CHC Udaipur,0.935,0.893,4,1.44,1.4,1,1.2,14,96,0,0
C1739,Iron Folic Acid,2,0,S8,Medical College Kota,0.692,0.888,6,0.57,3.46,2,1.02,18,65,0,0
C1740,Amoxicillin,4,0,S4,PHC Alwar,0.829,0.909,10,3.29,2.68,10,1.0,22,67,0,0
C1741,Iron Folic Acid,2,0,S4,CHC Udaipur,0.923,0.677,10,0.07,1.94,6,1.27,14,77,0,0
C1742,Amoxicillin,4,0,S10,PHC Sikar,0.9,1.0,4,1.24,1.57,10,1.16,2,57,6,1
C1743,Oxytocin,5,0,S5,Medical College Kota,0.825,0.816,11,3.48,2.73,9,0.78,19,96,0,0
C1744,Ceftriaxone,4,0,S1,District Hospital Ajmer,0.99,0.757,4,1.65,0.0,8,0.58,24,81,0,0
C1745,Oxytocin,5,0,S2,District Hospital Jodhpur,0.877,0.906,5,2.68,0.91,0,1.37,10,51,0,1
C1746,Oxytocin,5,0,S8,CHC Bikaner,0.838,0.798,10,1.75,2.53,2,1.0,14,63,0,0
C1747,Oxytocin,5,0,S4,District Hospital Ajmer,0.88,0.863,10,0.74,2.35,9,1.0,1,80,7,1
C1748,Salbutamol,4,0,S2,CHC Udaipur,0.99,0.758,4,1.45,2.98,4,1.73,1,85,7,0
C1749,Pentavalent Vaccine,5,1,S10,PHC Alwar,0.78,0.933,7,1.52,0.69,4,0.77,3,73,5,0
C1750,Amoxicillin,4,0,S4,PHC Alwar,0.803,0.933,3,2.0,4.22,8,1.09,10,74,0,0
C1751,Ceftriaxone,4,0,S9,PHC Sikar,0.99,0.942,10,0.55,2.96,3,1.15,3,78,5,0
C1752,Amoxicillin,4,0,S3,District Hospital Ajmer,0.99,0.774,6,2.42,2.08,3,1.11,3,62,5,1
C1753,Pentavalent Vaccine,5,1,S7,CHC Udaipur,0.835,0.891,6,2.82,1.71,4,0.9,1,95,7,1
C1754,ORS,3,0,S6,District Hospital Jaipur,0.901,0.762,10,1.99,1.71,6,0.64,17,70,0,0
C1755,Iron Folic Acid,2,0,S6,Medical College Kota,0.703,0.792,10,4.13,2.06,1,0.51,16,88,0,1
C1756,ORS,3,0,S10,District Hospital Jodhpur,0.685,0.888,6,0.7,0.24,10,2.24,2,78,6,1
C1757,Salbutamol,4,0,S2,PHC Sikar,0.747,0.783,5,4.64,3.64,1,0.92,5,51,3,1
C1758,Oxytocin,5,0,S10,Medical College Kota,0.873,0.892,11,2.06,0.57,8,1.57,8,100,0,1
C1759,Amoxicillin,4,0,S3,CHC Udaipur,0.831,0.804,5,0.43,1.08,4,1.67,22,54,0,1
C1760,Iron Folic Acid,2,0,S5,District Hospital Jodhpur,0.903,0.81,3,2.97,2.8,0,1.31,4,89,4,0
C1761,Iron Folic Acid,2,0,S5,District Hospital Ajmer,0.786,0.921,9,3.24,3.04,1,0.82,4,58,4,1
C1762,Anti-snake Venom,5,1,S6,District Hospital Ajmer,0.908,0.817,10,0.85,0.14,0,1.1,22,86,0,0
C1763,Amoxicillin,4,0,S6,Medical College Kota,0.648,0.883,7,0.83,0.88,9,1.83,5,70,3,0
C1764,Oxytocin,5,0,S7,PHC Sikar,0.797,0.993,3,2.28,3.56,7,0.99,4,94,4,0
C1765,Rabies Vaccine,5,1,S8,CHC Bikaner,0.733,0.946,10,3.88,0.0,1,1.13,15,98,0,1
C1766,ORS,3,0,S9,District Hospital Jodhpur,0.792,1.0,8,4.87,0.0,1,1.23,22,63,0,0
C1767,Insulin,5,1,S3,PHC Alwar,0.744,1.0,9,0.77,2.33,1,0.95,19,67,0,1
C1768,Paracetamol Injection,3,0,S6,Medical College Kota,0.959,0.903,9,4.28,3.4,3,1.75,18,52,0,1
C1769,Paracetamol Injection,3,0,S9,CHC Udaipur,0.868,0.925,10,4.16,0.0,5,1.48,23,72,0,0
C1770,Pentavalent Vaccine,5,1,S9,CHC Bikaner,0.815,0.758,4,4.06,0.74,2,0.95,7,57,1,0
C1771,Rabies Vaccine,5,1,S10,District Hospital Jaipur,0.99,0.963,10,2.76,1.78,9,1.32,24,68,0,0
C1772,Adrenaline Injection,5,0,S9,CHC Bikaner,0.929,0.904,9,0.79,1.65,0,1.14,24,86,0,0
C1773,Oxytocin,5,0,S10,District Hospital Ajmer,0.77,0.882,3,4.36,4.78,3,0.9,16,89,0,0
C1774,Insulin,5,1,S7,Medical College Kota,0.841,0.787,10,4.44,0.0,8,1.23,17,84,0,1
C1775,Adrenaline Injection,5,0,S4,District Hospital Jaipur,0.99,0.841,9,1.71,2.92,8,1.03,1,88,7,1
C1776,Salbutamol,4,0,S1,District Hospital Jaipur,0.598,0.772,6,3.98,3.23,0,1.01,13,67,0,1
C1777,Anti-snake Venom,5,1,S10,District Hospital Ajmer,0.73,0.929,9,3.03,2.34,8,0.77,23,52,0,1
C1778,Salbutamol,4,0,S4,PHC Sikar,0.896,0.828,9,5.14,0.56,8,1.49,5,57,3,1
C1779,Salbutamol,4,0,S6,CHC Udaipur,0.879,0.857,5,3.31,4.53,5,0.88,8,63,0,0
C1780,Rabies Vaccine,5,1,S5,PHC Alwar,0.792,0.81,4,0.0,1.12,8,0.5,22,90,0,0
C1781,Salbutamol,4,0,S6,CHC Bikaner,0.761,0.807,6,2.23,0.47,6,1.06,1,86,7,1
C1782,Adrenaline Injection,5,0,S8,CHC Bikaner,0.849,0.845,7,0.0,3.75,4,0.5,12,70,0,0
C1783,Oxytocin,5,0,S9,CHC Bikaner,0.747,0.936,10,3.49,1.09,3,1.26,4,74,4,0
C1784,ORS,3,0,S7,PHC Sikar,0.7,0.95,2,1.58,0.85,0,0.8,16,68,0,0
C1785,Oxytocin,5,0,S6,CHC Bikaner,0.844,0.903,2,1.24,0.07,1,1.42,21,83,0,1
C1786,Ceftriaxone,4,0,S7,District Hospital Jaipur,0.651,0.79,6,0.79,3.76,1,1.69,24,65,0,0
C1787,ORS,3,0,S2,District Hospital Jaipur,0.932,0.904,11,2.06,0.0,2,1.73,17,85,0,0
C1788,Rabies Vaccine,5,1,S3,CHC Udaipur,0.856,0.78,5,4.98,0.59,4,1.21,12,87,0,0
C1789,Paracetamol Injection,3,0,S5,District Hospital Ajmer,0.783,0.806,6,1.59,1.57,10,0.5,17,95,0,0
C1790,Anti-snake Venom,5,1,S4,District Hospital Jodhpur,0.926,0.759,9,2.56,2.13,6,1.85,6,63,2,1
C1791,Oxytocin,5,0,S4,District Hospital Jodhpur,0.66,0.848,11,4.06,2.94,4,1.42,21,85,0,1
C1792,Pentavalent Vaccine,5,1,S4,District Hospital Jaipur,0.734,1.0,2,4.29,4.98,10,0.72,3,88,5,1
C1793,Oxytocin,5,0,S3,District Hospital Ajmer,0.868,0.95,6,2.53,3.71,6,0.94,10,60,0,0
C1794,Amoxicillin,4,0,S9,District Hospital Jodhpur,0.954,0.971,6,1.61,0.0,2,1.15,23,81,0,0
C1795,Insulin,5,1,S2,District Hospital Jaipur,0.841,0.98,8,2.24,3.98,6,0.94,23,52,0,1
C1796,Adrenaline Injection,5,0,S1,PHC Alwar,0.833,0.93,7,2.15,1.41,2,0.5,24,78,0,0
C1797,Oxytocin,5,0,S6,District Hospital Ajmer,0.734,0.771,5,3.5,1.14,7,0.96,17,89,0,0
C1798,Insulin,5,1,S10,CHC Bikaner,0.741,0.75,6,3.16,0.0,6,0.86,7,88,1,0
C1799,Rabies Vaccine,5,1,S6,Medical College Kota,0.702,0.896,9,3.39,0.0,9,0.93,10,63,0,0
C1800,Anti-snake Venom,5,1,S3,District Hospital Jodhpur,0.79,0.833,8,2.01,6.5,0,0.82,5,92,3,0
C1801,Paracetamol Injection,3,0,S7,District Hospital Jaipur,0.728,0.952,4,1.95,2.21,5,1.29,6,68,2,0
C1802,Iron Folic Acid,2,0,S5,District Hospital Jaipur,0.907,0.914,4,4.32,1.51,3,0.5,5,88,3,0
C1803,Pentavalent Vaccine,5,1,S9,PHC Sikar,0.759,0.868,10,2.45,4.06,10,1.32,7,87,1,0
C1804,Pentavalent Vaccine,5,1,S3,CHC Udaipur,0.716,0.896,5,0.0,1.73,4,0.79,17,79,0,1
C1805,Iron Folic Acid,2,0,S1,District Hospital Ajmer,0.99,0.92,4,1.66,4.55,8,1.24,12,73,0,0
C1806,Insulin,5,1,S9,CHC Bikaner,0.893,0.798,8,3.55,0.0,8,1.14,10,69,0,0
C1807,Oxytocin,5,0,S6,CHC Udaipur,0.557,0.803,9,4.2,3.24,10,1.61,20,97,0,1
C1808,Salbutamol,4,0,S7,CHC Bikaner,0.779,0.774,4,0.0,2.33,6,1.04,4,100,4,1
C1809,Adrenaline Injection,5,0,S9,District Hospital Ajmer,0.712,1.0,2,2.36,0.0,6,0.97,4,96,4,0
C1810,Ceftriaxone,4,0,S10,Medical College Kota,0.837,0.894,8,0.21,2.99,2,0.85,24,73,0,0
C1811,Iron Folic Acid,2,0,S5,Medical College Kota,0.919,0.85,3,2.05,2.69,0,1.15,14,55,0,1
C1812,Oxytocin,5,0,S7,District Hospital Jaipur,0.867,0.74,5,2.82,0.0,4,0.5,23,95,0,0
C1813,Ceftriaxone,4,0,S6,PHC Sikar,0.911,0.819,3,3.19,0.0,2,0.78,11,88,0,1
C1814,Pentavalent Vaccine,5,1,S9,CHC Bikaner,0.99,0.997,5,3.26,4.28,4,1.43,1,69,7,0
C1815,Ceftriaxone,4,0,S5,PHC Sikar,0.783,0.845,8,1.05,1.01,4,0.5,19,62,0,0
C1816,Oxytocin,5,0,S3,District Hospital Jodhpur,0.833,0.858,11,0.37,0.0,4,1.43,23,50,0,0
C1817,ORS,3,0,S10,PHC Alwar,0.936,0.817,11,2.04,3.12,9,0.89,24,62,0,0
C1818,Iron Folic Acid,2,0,S10,District Hospital Jaipur,0.987,0.78,2,2.99,3.42,2,0.94,5,62,3,0
C1819,Iron Folic Acid,2,0,S10,District Hospital Jaipur,0.801,0.796,8,2.45,2.61,4,1.35,20,100,0,0
C1820,ORS,3,0,S9,District Hospital Jaipur,0.735,0.945,10,1.2,3.69,5,0.76,20,94,0,0
C1821,Paracetamol Injection,3,0,S3,PHC Alwar,0.866,0.761,5,3.39,0.43,0,1.15,23,67,0,1
C1822,Salbutamol,4,0,S5,CHC Udaipur,0.766,0.846,2,5.24,4.27,7,1.32,5,86,3,1
C1823,Amoxicillin,4,0,S7,District Hospital Jodhpur,0.99,0.618,7,2.63,0.0,0,1.71,16,98,0,0
C1824,Paracetamol Injection,3,0,S2,District Hospital Ajmer,0.901,0.772,10,4.58,0.0,3,0.71,12,73,0,1
C1825,Salbutamol,4,0,S3,CHC Udaipur,0.815,0.96,6,3.01,2.15,1,1.19,20,81,0,0
C1826,Rabies Vaccine,5,1,S1,District Hospital Jaipur,0.866,0.971,4,3.82,3.0,1,1.35,17,54,0,0
C1827,Ceftriaxone,4,0,S6,PHC Sikar,0.73,0.836,8,1.84,3.76,0,1.44,20,57,0,0
C1828,Insulin,5,1,S7,PHC Sikar,0.904,0.938,7,1.1,0.0,0,1.21,12,52,0,0
C1829,Insulin,5,1,S4,CHC Udaipur,0.786,0.772,8,1.9,2.22,9,0.9,14,86,0,1
